L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
21376,1874,4,2,26,46173,0,0,N,O,1996-07-10,1996-08-27,1996-07-14,NONE,SHIP,blithely ironic pains serve. packages
21376,1689,90,3,31,49311,0,0,N,O,1996-06-28,1996-07-28,1996-07-02,COLLECT COD,REG AIR," slyly blithely unusual accounts: "
21376,1550,91,4,20,29031,0,0,N,O,1996-10-03,1996-07-16,1996-10-04,NONE,RAIL,gular dependencies hag
21376,210,38,5,25,27755,0,0,N,O,1996-08-14,1996-07-12,1996-09-10,DELIVER IN PERSON,FOB,ly final theodolites about
21376,1271,83,6,41,48063,0,0,N,O,1996-09-13,1996-07-22,1996-10-07,TAKE BACK RETURN,RAIL,lly regular ideas. special ideas p
21376,1692,34,7,50,79685,0,0,N,O,1996-09-11,1996-08-01,1996-09-17,COLLECT COD,FOB,furiously b
21380,1854,55,1,16,28094,0,0,N,O,1997-04-29,1997-06-02,1997-05-06,DELIVER IN PERSON,SHIP,eposits. slyly ironic somas b
21380,198,99,2,24,26357,0,0,N,O,1997-04-29,1997-05-19,1997-05-19,COLLECT COD,RAIL,ideas! carefully final pint
21380,850,51,3,49,85792,0,0,N,O,1997-05-22,1997-05-10,1997-06-14,NONE,REG AIR,l packages. slyly regular pinto bea
21380,1049,20,4,17,16151,0,0,N,O,1997-07-05,1997-05-08,1997-07-31,DELIVER IN PERSON,MAIL,ecial deposits haggl
21380,1033,4,5,28,26153,0,0,N,O,1997-06-30,1997-05-31,1997-07-28,TAKE BACK RETURN,AIR,e blithely regular accounts. expre
21408,687,19,1,9,14289,0,0,N,O,1997-12-12,1997-11-15,1998-01-03,DELIVER IN PERSON,AIR," unusual accounts wake fur"
21408,424,54,2,16,21191,0,0,N,O,1997-10-29,1997-10-25,1997-10-31,NONE,SHIP,"ven accounts cajole "
21408,1926,27,3,21,38386,0,0,N,O,1997-11-22,1997-11-20,1997-12-18,TAKE BACK RETURN,REG AIR,press theodolites. slyly r
21408,1498,99,4,21,29389,0,0,N,O,1997-10-25,1997-11-14,1997-10-27,DELIVER IN PERSON,SHIP,lly blithely unusual requests? p
21408,322,51,5,15,18335,0,0,N,O,1997-10-05,1997-10-30,1997-10-15,NONE,MAIL,he carefully e
21408,275,57,6,9,10577,0,0,N,O,1997-09-24,1997-11-26,1997-10-08,NONE,REG AIR,"l, regular packages across "
21408,487,75,7,41,56887,0,0,N,O,1997-11-22,1997-10-16,1997-11-29,TAKE BACK RETURN,TRUCK,ully special pinto beans. fluffil
21411,422,52,1,40,52897,0,0,N,O,1997-10-29,1997-10-11,1997-11-01,COLLECT COD,REG AIR,"nal, ironic packages"
21411,696,28,2,20,31934,0,0,N,O,1997-10-25,1997-09-23,1997-11-22,COLLECT COD,TRUCK,about the blithely
21411,1624,66,3,12,18307,0,0,N,O,1997-09-08,1997-09-16,1997-10-04,COLLECT COD,RAIL,ular requests aro
21411,617,11,4,32,48564,0,0,N,O,1997-11-03,1997-08-14,1997-11-06,NONE,REG AIR,haggle quickly fluffil
21413,644,38,1,50,77232,0,0,N,O,1997-07-08,1997-09-05,1997-07-29,DELIVER IN PERSON,MAIL,regular accounts nag carefully ab
21413,1251,63,2,41,47242,0,0,N,O,1997-10-10,1997-07-25,1997-10-24,COLLECT COD,FOB,urts wake furio
21413,798,95,3,21,35675,0,0,N,O,1997-07-01,1997-08-23,1997-07-24,DELIVER IN PERSON,TRUCK,regular packages wake carefully. requests h
21413,908,77,4,24,43414,0,0,N,O,1997-09-08,1997-08-06,1997-09-11,DELIVER IN PERSON,RAIL,inal deposits. care
21413,1031,37,5,34,31689,0,0,N,O,1997-08-23,1997-07-19,1997-08-30,COLLECT COD,FOB,deposits. furiously
21413,1353,54,6,34,42648,0,0,N,O,1997-08-21,1997-07-17,1997-08-23,DELIVER IN PERSON,REG AIR,. regular accounts cajole
21441,1073,44,1,34,33118,0,0,N,O,1997-06-08,1997-07-30,1997-06-21,NONE,TRUCK,iously ironic deposit
21441,1154,27,2,20,21103,0,0,N,O,1997-09-07,1997-08-14,1997-09-09,DELIVER IN PERSON,SHIP,. express reques
21441,118,45,3,35,35634,0,0,N,O,1997-06-10,1997-08-16,1997-06-20,NONE,AIR,he ironic instructions. un
21443,238,20,1,22,25041,0,0,N,O,1996-01-23,1996-03-15,1996-01-27,DELIVER IN PERSON,FOB,ly against the even accounts. per
21443,1226,27,2,18,20290,0,0,N,O,1996-02-28,1996-02-19,1996-03-13,NONE,TRUCK,old ideas hinde
21443,1073,9,3,15,14611,0,0,N,O,1996-03-13,1996-02-24,1996-03-29,TAKE BACK RETURN,TRUCK,regular instruct
21443,236,18,4,12,13635,0,0,N,O,1996-01-22,1996-04-04,1996-01-23,TAKE BACK RETURN,FOB,y special deposits. quickly pending req
21446,1148,21,1,32,33572,0,0,N,O,1998-09-01,1998-07-06,1998-09-09,COLLECT COD,TRUCK,asymptotes cajole thr
21446,885,85,2,27,48219,0,0,N,O,1998-06-22,1998-07-26,1998-06-29,TAKE BACK RETURN,SHIP,"oxes. final, b"
21472,888,88,1,36,64400,0,0,N,O,1996-01-20,1996-03-03,1996-02-12,DELIVER IN PERSON,MAIL,ly final tithes detect blith
21504,943,78,1,24,44255,0,0,N,O,1998-02-23,1998-01-13,1998-02-26,TAKE BACK RETURN,FOB,"al, final "
21504,877,77,2,6,10667,0,0,N,O,1998-03-02,1998-01-10,1998-03-12,DELIVER IN PERSON,TRUCK,ringly express deposits wake fu
21504,1094,100,3,35,34828,0,0,N,O,1998-01-27,1998-01-11,1998-02-24,NONE,FOB," ironic packages use fluffi"
21504,1242,43,4,43,49159,0,0,N,O,1998-01-30,1997-12-23,1998-02-12,TAKE BACK RETURN,REG AIR," the deposits. blithely final theodo"
21504,86,12,5,6,5916,0,0,N,O,1998-02-16,1997-12-19,1998-02-19,TAKE BACK RETURN,REG AIR,ly bold ideas acc
21504,562,93,6,33,48264,0,0,N,O,1998-01-16,1998-01-01,1998-02-07,COLLECT COD,FOB,es use. carefully even acco
21507,73,24,1,45,43788,0,0,N,O,1997-09-06,1997-08-31,1997-09-27,TAKE BACK RETURN,FOB,arefully along the iron
21507,1604,46,2,25,37640,0,0,N,O,1997-10-02,1997-08-11,1997-10-13,TAKE BACK RETURN,AIR,t the express accounts. r
21507,200,53,3,44,48409,0,0,N,O,1997-07-01,1997-09-10,1997-07-05,NONE,AIR,final deposits are furio
21508,1739,40,1,39,63988,0,0,N,O,1998-06-19,1998-07-06,1998-07-02,DELIVER IN PERSON,TRUCK,sits across the special packages play alon
21508,293,75,2,17,20286,0,0,N,O,1998-08-15,1998-05-29,1998-08-23,COLLECT COD,FOB,eposits nag furiousl
21511,788,21,1,50,84439,0,0,N,O,1996-04-20,1996-06-25,1996-04-21,DELIVER IN PERSON,TRUCK,rding to the quickly silent d
21511,725,90,2,11,17883,0,0,N,O,1996-07-22,1996-05-23,1996-08-01,DELIVER IN PERSON,TRUCK,ironic requests
21511,1001,7,3,26,23452,0,0,N,O,1996-06-22,1996-06-26,1996-07-08,TAKE BACK RETURN,SHIP,uctions above the packages wake across
21511,1209,10,4,37,41077,0,0,N,O,1996-08-13,1996-05-31,1996-08-25,DELIVER IN PERSON,SHIP,use furiously ironic ideas. ironic
21511,823,23,5,32,55162,0,0,N,O,1996-04-27,1996-06-19,1996-05-26,COLLECT COD,TRUCK,wake about the ironic theodol
21511,817,17,6,37,63559,0,0,N,O,1996-05-20,1996-06-12,1996-06-01,DELIVER IN PERSON,MAIL," fluffily ironic requests use carefu"
21536,1829,59,1,21,36347,0,0,N,O,1997-05-30,1997-06-30,1997-06-11,DELIVER IN PERSON,MAIL,"t blithely after the carefully "
21536,488,47,2,20,27770,0,0,N,O,1997-08-07,1997-06-22,1997-08-22,TAKE BACK RETURN,TRUCK,kly carefully regular theodolites. re
21536,1292,30,3,7,8353,0,0,N,O,1997-05-10,1997-06-09,1997-06-01,TAKE BACK RETURN,FOB,efully across the slyly final instructio
21536,148,27,4,23,24107,0,0,N,O,1997-05-27,1997-06-27,1997-06-16,TAKE BACK RETURN,AIR,"s engage. express, si"
21536,666,98,5,8,12533,0,0,N,O,1997-05-29,1997-06-24,1997-06-15,DELIVER IN PERSON,REG AIR," deposits. blithely pending accounts affix "
21536,1411,29,6,40,52496,0,0,N,O,1997-08-03,1997-06-04,1997-08-15,DELIVER IN PERSON,AIR,e slyly unusual packages! care
21569,1026,27,1,12,11124,0,0,N,O,1996-09-13,1996-12-03,1996-10-05,COLLECT COD,REG AIR,ons. unusu
21569,1194,31,2,9,9857,0,0,N,O,1996-12-30,1996-11-24,1997-01-20,TAKE BACK RETURN,AIR," ironic deposits sleep carefully alongsi"
21570,250,78,1,14,16104,0,0,N,O,1996-05-19,1996-03-21,1996-06-15,NONE,AIR,"e furiously according to the "
21570,808,42,2,27,46138,0,0,N,O,1996-05-17,1996-04-30,1996-05-18,TAKE BACK RETURN,REG AIR,"e the regular, special packages. ironic ide"
21575,946,47,1,11,20316,0,0,N,O,1997-05-05,1997-03-22,1997-05-12,NONE,RAIL,ss the slyly bold
21575,892,92,2,26,46615,0,0,N,O,1997-04-28,1997-04-14,1997-05-28,COLLECT COD,RAIL," ironic, unusual req"
21575,1693,94,3,6,9568,0,0,N,O,1997-03-08,1997-04-24,1997-03-30,TAKE BACK RETURN,TRUCK,thely special deposits nag carefu
21603,624,87,1,9,13722,0,0,N,O,1997-06-06,1997-05-29,1997-06-29,COLLECT COD,TRUCK,"s. carefully "
21603,901,4,2,42,75680,0,0,N,O,1997-04-23,1997-05-31,1997-05-05,NONE,MAIL,y bold excuses about the fur
21637,1661,62,1,33,51568,0,0,N,O,1998-03-14,1998-04-25,1998-04-13,TAKE BACK RETURN,SHIP,"ly pending packages. express, special "
21667,1077,13,1,18,17605,0,0,N,O,1996-08-31,1996-07-07,1996-09-28,NONE,MAIL," the blithely ironic somas wake about th"
21667,1878,79,2,50,88994,0,0,N,O,1996-06-05,1996-08-15,1996-06-25,COLLECT COD,TRUCK,final theodolite
21667,1455,95,3,27,36624,0,0,N,O,1996-09-17,1996-06-29,1996-10-11,TAKE BACK RETURN,RAIL," pearls across the regular ideas "
21667,1352,91,4,24,30080,0,0,N,O,1996-05-28,1996-08-12,1996-06-18,TAKE BACK RETURN,FOB,al pains. furiously express theodo
21667,480,68,5,25,34512,0,0,N,O,1996-07-20,1996-07-27,1996-07-24,COLLECT COD,MAIL,". express, special dolphins cajole aroun"
21667,1616,17,6,16,24282,0,0,N,O,1996-06-13,1996-08-12,1996-06-24,NONE,SHIP,ffily unusual ex
21667,1122,95,7,10,10231,0,0,N,O,1996-08-16,1996-07-20,1996-09-06,NONE,TRUCK,platelets boost after the slyly reg
21668,1994,27,1,38,72048,0,0,N,O,1996-12-22,1996-12-19,1997-01-15,DELIVER IN PERSON,SHIP,ully silent packa
21668,436,37,2,44,58803,0,0,N,O,1997-02-07,1997-02-01,1997-03-07,DELIVER IN PERSON,TRUCK,osits. regular ideas
21668,3,4,3,24,21672,0,0,N,O,1997-01-05,1997-01-30,1997-02-04,DELIVER IN PERSON,FOB,"l accounts use "
21668,192,45,4,24,26213,0,0,N,O,1997-01-07,1996-12-08,1997-02-02,NONE,TRUCK," furiously. furiously final"
21697,1742,85,1,42,69037,0,0,N,O,1996-04-13,1996-05-28,1996-04-29,COLLECT COD,FOB,l instructions according to the s
21697,123,24,2,42,42971,0,0,N,O,1996-03-25,1996-04-10,1996-04-24,DELIVER IN PERSON,MAIL,"ges are furiously special, regular foxes"
21697,1032,38,3,14,13062,0,0,N,O,1996-04-08,1996-04-30,1996-04-16,DELIVER IN PERSON,SHIP,". regular, express accounts cou"
21697,128,81,4,34,34956,0,0,N,O,1996-03-31,1996-04-09,1996-04-06,TAKE BACK RETURN,SHIP,to beans are
21697,991,94,5,38,71896,0,0,N,O,1996-05-17,1996-04-25,1996-05-20,TAKE BACK RETURN,MAIL,"ar deposits cajole "
21698,563,24,1,18,26344,0,0,N,O,1998-03-26,1998-04-07,1998-04-04,TAKE BACK RETURN,REG AIR,cross the ironic packages. unusu
21698,843,44,2,36,62778,0,0,N,O,1998-03-16,1998-04-27,1998-03-25,TAKE BACK RETURN,TRUCK,"r requests. unusual, silent pinto bean"
21698,847,48,3,5,8739,0,0,N,O,1998-03-09,1998-05-02,1998-03-28,DELIVER IN PERSON,SHIP,s against the q
21698,710,7,4,7,11275,0,0,N,O,1998-04-19,1998-05-14,1998-05-04,COLLECT COD,MAIL," blithely fin"
21698,820,87,5,25,43021,0,0,N,O,1998-04-22,1998-05-07,1998-05-17,DELIVER IN PERSON,FOB,ilently special reques
21698,1811,12,6,32,54810,0,0,N,O,1998-04-29,1998-05-13,1998-05-17,TAKE BACK RETURN,MAIL,riously. blith
21698,7,58,7,34,30838,0,0,N,O,1998-06-11,1998-04-25,1998-07-09,DELIVER IN PERSON,AIR,y final pinto beans are slyl
21699,1248,23,2,26,29880,0,0,N,O,1996-01-25,1996-01-08,1996-02-02,COLLECT COD,SHIP,ies wake blithely. th
21699,951,86,3,24,44447,0,0,N,O,1996-01-11,1996-02-29,1996-01-25,DELIVER IN PERSON,TRUCK,slyly. furiously regular pinto b
21699,1683,66,4,49,77649,0,0,N,O,1996-03-09,1996-01-30,1996-03-30,DELIVER IN PERSON,FOB,ss instructi
21700,1017,18,1,38,34884,0,0,N,O,1997-08-19,1997-10-02,1997-09-09,DELIVER IN PERSON,AIR," final deposits boost "
21700,1309,10,2,35,42361,0,0,N,O,1997-11-14,1997-09-17,1997-12-13,DELIVER IN PERSON,SHIP,lyly regular excuse
21700,489,48,3,49,68085,0,0,N,O,1997-10-01,1997-09-10,1997-10-30,COLLECT COD,RAIL,old theodolites hinder above the care
21700,1867,54,4,21,37146,0,0,N,O,1997-08-13,1997-10-07,1997-09-10,TAKE BACK RETURN,MAIL,e according to
21700,1877,21,5,10,17789,0,0,N,O,1997-09-14,1997-08-21,1997-09-25,DELIVER IN PERSON,REG AIR,even packa
21700,1314,15,6,29,35244,0,0,N,O,1997-11-06,1997-10-06,1997-11-18,DELIVER IN PERSON,MAIL,n courts. sheaves are about the sl
21701,1403,82,1,7,9131,0,0,N,O,1996-04-17,1996-03-13,1996-05-03,DELIVER IN PERSON,RAIL,ckly. carefully special packages affix. qu
21701,1370,9,2,49,62297,0,0,N,O,1996-03-18,1996-02-20,1996-03-28,NONE,REG AIR," furiously final e"
21728,1217,92,1,6,6709,0,0,N,O,1997-02-03,1997-02-26,1997-02-26,DELIVER IN PERSON,MAIL,pliers haggle quickly along
21728,30,56,2,13,12090,0,0,N,O,1997-04-23,1997-03-14,1997-05-19,TAKE BACK RETURN,SHIP,s the carefully regular c
21728,365,22,3,32,40492,0,0,N,O,1997-02-06,1997-03-26,1997-02-10,DELIVER IN PERSON,SHIP,nusual packages cajole blithely. regular g
21728,1457,58,4,31,42112,0,0,N,O,1997-04-10,1997-03-19,1997-04-14,DELIVER IN PERSON,SHIP,"ould sleep. regular, final deposits bo"
21728,1248,49,5,29,33328,0,0,N,O,1997-03-13,1997-02-16,1997-04-12,DELIVER IN PERSON,RAIL,platelets use above the quickly bold idea
21730,851,51,1,19,33285,0,0,N,O,1996-05-02,1996-04-18,1996-05-04,NONE,AIR,ays against the carefully p
21730,961,64,2,24,44687,0,0,N,O,1996-05-04,1996-05-14,1996-05-06,COLLECT COD,TRUCK,"ze blithely. bold "
21730,1236,48,3,28,31842,0,0,N,O,1996-04-18,1996-04-22,1996-04-24,COLLECT COD,FOB,"gular, unusual a"
21730,1084,20,4,21,20687,0,0,N,O,1996-03-22,1996-04-04,1996-04-12,NONE,RAIL,y bold platelets. e
21730,1453,54,5,10,13545,0,0,N,O,1996-04-12,1996-05-17,1996-05-04,COLLECT COD,AIR,pending pinto beans wake acco
21730,1079,80,6,8,7841,0,0,N,O,1996-04-13,1996-04-07,1996-04-15,NONE,AIR,sts nag across the slyly unusual instr
21731,1563,84,4,9,13181,0,0,N,O,1996-01-16,1996-02-05,1996-01-25,NONE,SHIP,ly quickly close accou
21731,1931,32,5,8,14663,0,0,N,O,1996-01-20,1996-02-12,1996-02-13,DELIVER IN PERSON,RAIL,nal requests sleep a
21732,581,42,1,13,19261,0,0,N,O,1996-02-10,1996-02-22,1996-03-02,COLLECT COD,REG AIR,"unts sleep carefully. regular "
21732,795,92,2,44,74615,0,0,N,O,1996-01-28,1996-02-10,1996-02-05,DELIVER IN PERSON,TRUCK,ncies. unusual
21732,1634,76,3,14,21499,0,0,N,O,1996-03-13,1996-02-19,1996-04-02,NONE,RAIL,e regular pinto beans. slyly eve
21732,1820,21,4,45,77482,0,0,N,O,1996-04-18,1996-03-29,1996-05-18,TAKE BACK RETURN,AIR,ongside of the final hoc
21732,715,48,5,3,4847,0,0,N,O,1996-03-09,1996-04-02,1996-03-13,DELIVER IN PERSON,SHIP,thely fluffily bold instructions. even grou
21732,260,88,6,23,26686,0,0,N,O,1996-01-29,1996-02-22,1996-02-08,COLLECT COD,MAIL,nal instructions: quickly regul
21733,546,7,1,42,60755,0,0,N,O,1997-01-04,1997-01-05,1997-01-09,DELIVER IN PERSON,REG AIR,uickly across the bli
21733,930,33,2,34,62252,0,0,N,O,1996-11-21,1997-02-15,1996-12-15,TAKE BACK RETURN,AIR,quickly. furi
21733,824,25,3,1,1725,0,0,N,O,1997-02-24,1997-02-01,1997-03-18,COLLECT COD,TRUCK,rash slyly final ideas. slyl
21733,743,76,4,27,44381,0,0,N,O,1997-03-06,1996-12-18,1997-03-27,COLLECT COD,FOB,ickly special platelets among the quickl
21733,1881,68,5,44,78447,0,0,N,O,1997-01-10,1997-01-23,1997-01-12,TAKE BACK RETURN,SHIP,ts cajole carefully. qui
21733,76,2,6,37,36115,0,0,N,O,1997-03-03,1997-01-11,1997-03-13,NONE,FOB,"nic, special foxes. final, bold "
21733,1807,8,7,44,75187,0,0,N,O,1996-12-28,1997-01-28,1997-01-10,NONE,RAIL,phins cajole blithely alongside of
21734,1212,13,1,4,4453,0,0,N,O,1996-03-13,1996-05-14,1996-03-16,NONE,REG AIR,ake against the warhorses. final r
21734,1320,35,2,5,6107,0,0,N,O,1996-04-24,1996-04-30,1996-05-05,DELIVER IN PERSON,SHIP,ly. requests alongsi
21734,1568,89,3,11,16165,0,0,N,O,1996-06-13,1996-04-29,1996-06-21,NONE,REG AIR,onic instructions
21734,508,99,4,42,59157,0,0,N,O,1996-03-24,1996-04-19,1996-04-09,DELIVER IN PERSON,FOB,"es. furiously pending "
21761,1782,25,1,28,47146,0,0,N,O,1997-03-29,1997-04-06,1997-04-08,DELIVER IN PERSON,SHIP,"l, regular ideas wake slyly"
21761,1100,1,2,7,7008,0,0,N,O,1997-05-29,1997-04-26,1997-06-23,DELIVER IN PERSON,SHIP,ckly pendi
21762,1420,38,1,47,62107,0,0,N,O,1996-10-01,1996-11-14,1996-10-18,DELIVER IN PERSON,REG AIR,"ly fluffily special accounts. fluffily "
21762,623,55,2,45,68563,0,0,N,O,1996-10-06,1996-11-17,1996-10-31,NONE,SHIP,nts nag quickly. fluffily ironi
21762,1778,5,3,21,35275,0,0,N,O,1996-10-01,1996-11-01,1996-10-15,NONE,AIR,"sts. carefully special "
21762,815,49,4,30,51474,0,0,N,O,1996-09-12,1996-11-11,1996-10-10,COLLECT COD,REG AIR,ven ideas among the furiously final pin
21762,542,43,5,24,34621,0,0,N,O,1996-11-16,1996-10-26,1996-11-19,COLLECT COD,AIR,accounts. blithely spec
21764,1682,65,1,25,39592,0,0,N,O,1997-06-02,1997-04-18,1997-06-25,DELIVER IN PERSON,SHIP,cajole fluffily express
21764,763,64,2,5,8319,0,0,N,O,1997-05-09,1997-04-01,1997-05-20,NONE,SHIP,requests impress fluffily i
21764,1801,31,3,14,23839,0,0,N,O,1997-03-03,1997-05-17,1997-03-12,DELIVER IN PERSON,FOB," across the furiously regular depo"
21764,141,20,4,20,20823,0,0,N,O,1997-06-23,1997-04-23,1997-07-15,NONE,TRUCK,cajole furiou
21764,1693,35,5,18,28704,0,0,N,O,1997-04-24,1997-04-10,1997-05-13,NONE,TRUCK,l packages against t
21765,1742,85,1,19,31231,0,0,N,O,1997-05-13,1997-06-07,1997-05-25,DELIVER IN PERSON,FOB,y pending foxes. caref
21765,613,76,2,8,12109,0,0,N,O,1997-05-21,1997-06-08,1997-06-09,TAKE BACK RETURN,REG AIR,uffily stealthy dugouts among the even
21765,999,2,3,29,55100,0,0,N,O,1997-07-12,1997-05-08,1997-07-18,COLLECT COD,AIR,"ular pinto beans about the final, fina"
21767,852,19,1,36,63103,0,0,N,O,1998-06-27,1998-07-02,1998-07-23,NONE,FOB,nding theodolites are
21767,49,100,2,36,34165,0,0,N,O,1998-04-20,1998-06-09,1998-05-08,NONE,REG AIR," accounts across "
21767,764,61,3,20,33295,0,0,N,O,1998-05-24,1998-06-02,1998-06-17,NONE,FOB,carefully regula
21767,1239,14,4,1,1140,0,0,N,O,1998-06-29,1998-06-12,1998-07-15,COLLECT COD,AIR,ronic platelets about the bold pac
21767,1712,39,5,37,59707,0,0,N,O,1998-07-03,1998-05-16,1998-07-21,TAKE BACK RETURN,RAIL,ckly pending theodolites u
21797,894,28,1,31,55642,0,0,N,O,1997-06-01,1997-06-25,1997-06-27,TAKE BACK RETURN,FOB," requests. blit"
21797,750,47,2,41,67681,0,0,N,O,1997-08-19,1997-08-01,1997-09-10,DELIVER IN PERSON,RAIL,blithely regu
21797,271,26,3,2,2343,0,0,N,O,1997-07-13,1997-06-09,1997-07-21,NONE,REG AIR,g the caref
21797,309,94,4,31,37488,0,0,N,O,1997-07-28,1997-06-20,1997-07-31,TAKE BACK RETURN,FOB,phs. foxes sleep express reques
21797,281,63,5,9,10632,0,0,N,O,1997-09-05,1997-07-11,1997-09-22,TAKE BACK RETURN,REG AIR,"ymptotes. carefully express frays "
21797,401,60,6,38,49453,0,0,N,O,1997-08-07,1997-06-17,1997-08-18,COLLECT COD,FOB,se carefully after the busily unusu
21798,899,66,1,11,19799,0,0,N,O,1998-07-20,1998-09-02,1998-08-05,DELIVER IN PERSON,TRUCK,c theodolites sleep furio
21798,1398,13,2,49,63670,0,0,N,O,1998-06-27,1998-08-18,1998-07-25,DELIVER IN PERSON,REG AIR,n packages after the furiously expres
21798,350,7,3,15,18755,0,0,N,O,1998-08-11,1998-09-10,1998-09-08,NONE,RAIL,"egular packages against "
21826,1786,13,1,4,6751,0,0,N,O,1996-06-29,1996-05-06,1996-06-30,COLLECT COD,MAIL," furiously regula"
21826,1902,91,2,45,81176,0,0,N,O,1996-05-23,1996-06-07,1996-06-03,TAKE BACK RETURN,MAIL,uctions? blithely re
21826,975,10,3,24,45023,0,0,N,O,1996-05-09,1996-06-10,1996-05-13,TAKE BACK RETURN,MAIL,refully bold d
21826,1100,36,4,1,1001,0,0,N,O,1996-06-12,1996-04-27,1996-06-23,DELIVER IN PERSON,AIR,final packages. carefully unusu
21826,743,76,5,34,55887,0,0,N,O,1996-06-05,1996-05-17,1996-06-12,TAKE BACK RETURN,MAIL," the stealthily final foxes"
21826,1205,6,6,28,30974,0,0,N,O,1996-07-18,1996-05-02,1996-07-29,NONE,MAIL,ter the blithe
21828,755,56,1,12,19869,0,0,N,O,1997-01-03,1997-01-31,1997-01-22,COLLECT COD,FOB,elets. quickly ironic court
21828,657,89,2,6,9346,0,0,N,O,1997-03-18,1997-02-12,1997-04-07,DELIVER IN PERSON,RAIL,ag carefully escapades
21828,1273,48,3,47,55191,0,0,N,O,1997-02-18,1997-01-19,1997-03-06,DELIVER IN PERSON,FOB," depths haggle furiously about th"
21828,500,88,4,10,14005,0,0,N,O,1996-12-22,1997-01-13,1996-12-24,COLLECT COD,MAIL,cial deposit
21828,982,51,5,28,52723,0,0,N,O,1997-01-22,1997-02-08,1997-02-20,DELIVER IN PERSON,TRUCK,e the final pinto beans. regular p
21828,648,49,6,50,77432,0,0,N,O,1997-03-19,1996-12-19,1997-03-22,COLLECT COD,RAIL,ions are slyly special deposits. slyly p
21829,1344,21,1,5,6227,0,0,N,O,1998-03-02,1998-03-10,1998-03-19,TAKE BACK RETURN,FOB," slyly expre"
21858,508,99,1,36,50706,0,0,N,O,1997-12-30,1997-12-17,1998-01-24,COLLECT COD,AIR,y slyly special Tiresias. ironi
21858,154,55,2,33,34787,0,0,N,O,1998-01-23,1997-12-16,1998-02-20,TAKE BACK RETURN,TRUCK,"ar, pending packages caj"
21858,858,58,3,24,42212,0,0,N,O,1998-01-31,1998-01-12,1998-02-01,COLLECT COD,REG AIR,"furiously unusual "
21858,1893,37,4,10,17949,0,0,N,O,1998-01-16,1997-12-22,1998-02-06,NONE,RAIL,al deposits wake across t
21858,375,60,5,19,24232,0,0,N,O,1998-01-14,1998-01-14,1998-01-22,TAKE BACK RETURN,RAIL," alongside of the quickly spec"
21858,45,71,6,8,7560,0,0,N,O,1997-11-11,1997-11-27,1997-12-02,DELIVER IN PERSON,RAIL,refully unusual packages. slyly ir
21858,419,20,7,21,27708,0,0,N,O,1998-01-18,1997-12-10,1998-02-06,DELIVER IN PERSON,AIR,s regular deposits about the slyly
21859,817,18,2,36,61841,0,0,N,O,1996-02-18,1995-12-26,1996-03-16,DELIVER IN PERSON,AIR," promise. express, ir"
21859,1308,85,3,18,21767,0,0,N,O,1996-02-12,1996-01-04,1996-02-18,TAKE BACK RETURN,AIR,eposits. regular accounts
21859,936,37,4,7,12859,0,0,N,O,1996-01-12,1996-01-12,1996-01-18,TAKE BACK RETURN,FOB,quests above the dolphins boost slyly abo
21859,1933,22,5,12,22019,0,0,N,O,1996-02-18,1995-12-24,1996-02-29,TAKE BACK RETURN,AIR,posits sleep. ir
21891,1401,80,1,6,7814,0,0,N,O,1997-12-20,1998-01-03,1997-12-21,TAKE BACK RETURN,AIR,sly regular ideas promise. blithely ex
21891,638,1,2,4,6155,0,0,N,O,1997-12-02,1997-12-31,1997-12-24,DELIVER IN PERSON,RAIL," boost quickly furiously final "
21893,71,22,4,9,8740,0,0,N,O,1996-01-17,1996-01-08,1996-02-11,TAKE BACK RETURN,MAIL," unusual, even th"
21893,26,2,5,29,26855,0,0,N,O,1996-02-16,1996-01-10,1996-03-13,DELIVER IN PERSON,AIR,s. furiously special d
21894,38,39,1,42,39397,0,0,N,O,1996-01-05,1996-03-18,1996-01-17,DELIVER IN PERSON,SHIP,quests cajole at the quickly ruthles
21894,18,94,2,50,45901,0,0,N,O,1996-02-01,1996-02-15,1996-02-22,TAKE BACK RETURN,RAIL,ajole furiously fluffily pend
21894,361,90,3,46,58023,0,0,N,O,1996-02-18,1996-02-14,1996-02-29,NONE,FOB,r foxes wake carefully above t
21894,1703,88,4,23,36908,0,0,N,O,1996-01-10,1996-02-21,1996-02-02,DELIVER IN PERSON,SHIP,tornis. unusual account
21894,1054,25,5,1,955,0,0,N,O,1996-01-24,1996-02-28,1996-02-01,COLLECT COD,TRUCK,ial deposits. carefully specia
21895,1578,59,1,20,29591,0,0,N,O,1998-08-21,1998-07-08,1998-09-10,NONE,MAIL,uffily dogged dolphi
21895,1178,51,2,21,22663,0,0,N,O,1998-07-12,1998-08-24,1998-08-07,NONE,REG AIR," unusual dep"
21895,460,90,3,3,4081,0,0,N,O,1998-06-29,1998-07-04,1998-06-30,COLLECT COD,REG AIR,t slyly even deposits. slyly even asymp
21895,1598,79,4,13,19495,0,0,N,O,1998-07-17,1998-08-10,1998-08-03,NONE,RAIL,"ter the packages. unusual, express p"
