Review_Title,Review_Text,Verified_Buyer,Review_Date,Review_Location,Review_Upvotes,Review_Downvotes,Product,Brand,Scrape_Date
Most definitely would buy again.,It feels great. Its refreshing and really works.,Yes,5 years ago,Chicago IL,0,0,Daily Superfoliant,Dermalogica,3/27/23
I will used daily superfoliant every morning,In the morning I sprinkle some daily superfoliant on my facial cloth I use everyday. I can imagine all the dead cells being washed away.,Yes,5 years ago,"Baltimore County, MD",1,0,Daily Superfoliant,Dermalogica,3/27/23
Love it!,Gives my skin that extra level of clean,Yes,5 years ago,Rockville MD,1,0,Daily Superfoliant,Dermalogica,3/27/23
Love it,"I use the superfoliant almost every night. I love it, as it makes my skin feel very clean. A little goes a long way, and it foams up quite a bit. I'm not crazy about the smell, but I got used to it and it's not that noticable anymore. I am on my 4th bottle and will continue to repurchase.",Yes,5 years ago,"Jackson, TN",0,0,Daily Superfoliant,Dermalogica,3/27/23
It gives me pimples,"I am caucasian, with combination skin (oily t-zone) I switched from Daily microfoliant to Daily superfoliant. Well, I used both (not simultaniously of course) almost every day and I did not notice any difference between the two, but Daily superfoliant gave my skin pimples. I started to use it twice a week, however now I do not see any results since it is not a routine anymore. Gentle skin exfoliant works much better twice a week and there is no need in Daily superfoliant. Both powered exfoliants however even the skin, make it look healthier if used every day. I also have pigmentation after pregnancy, but they did not improve it.",No,5 years ago,"Almaty, Kazakhstan",0,0,Daily Superfoliant,Dermalogica,3/27/23
So far so good.,Have only used it every other day.,Yes,5 years ago,Los Fresnos,0,0,Daily Superfoliant,Dermalogica,3/27/23
Glowing and smooth skinn,I use this exfoliant every other day and it does wonders for my skin. I notice my skin less oily. My skin absorbs product better when I exfoliate. Also it has a glow. I'm a budget friendly shopper so I'm not into brands like that but this one was definitely worth the price.,No,5 years ago,"Lakewood, ca",1,0,Daily Superfoliant,Dermalogica,3/27/23
I would buy this product again and again.,Hands down the best exfoliator in the market.,Yes,5 years ago,"Dallas, Tx",0,0,Daily Superfoliant,Dermalogica,3/27/23
Love this!,I cannot believe how this has changed my skin! This product has improved the texture and smoothness of my skin. I use this product daily and the appearance of fine lines and wrinkles have diminished. I feel as if this prepares my skin for my other facial products. I have spread the news... Love it!,Yes,5 years ago,Orlando FL,1,0,Daily Superfoliant,Dermalogica,3/27/23
I LOVE this product!!,"I have really dry, flaky skin in certain areas of my face and this works better than anything to have my face feeling smooth! I highly recommend this product!",Yes,5 years ago,"Springfield, MA",1,1,Daily Superfoliant,Dermalogica,3/27/23
Great for milia,I use this every evening. I suffer from mila and this has greatly reduced it especially on my forehead and my cheekbones. Makes my skin smooth and soft.,No,5 years ago,Vero Beach Florida,1,0,Daily Superfoliant,Dermalogica,3/27/23
I can't be without this product,"I loved the microfoliant, but the superfoliant is the next level of clean and smoothing. The regular sized bottle lasts a long time, too, so I feel I am getting my money's worth. My skin is glowing afterwards and feels so clean and soft. I highly recommended. I live in the South Eastern US outside of the capitol city, so the sun rays are pretty direct and there's a higher amount of pollution around here, so a must have for me.",No,5 years ago,SC,1,0,Daily Superfoliant,Dermalogica,3/27/23
Perfect Everyday Exfoliator,"I personally like to exfoliate everyday, my skin is happier when I do. This is perfect for everyday use, not too invasive but does the job and leaves my skin feeling fresh!",Yes,5 years ago,"Ormond Beach, FL",0,0,Daily Superfoliant,Dermalogica,3/27/23
Improves Skin,"Whenever I have gone for a facial, since using this product, I am told, ""actually, your skin is really not bad at all"". Prior to, I was told my skin was ""dry"", ""flaky"" or I ""need to exfoliate more often"". I love most of Dermalogica's products and this is one of my favourites. I even have my brother in law using it! If you met my brother in law, you would understand how that's a miracle.",No,5 years ago,Texas,1,1,Daily Superfoliant,Dermalogica,3/27/23
Love this product,This is the best exfoliant I've ever used. My skin is smooth and feels clean. Wish I'd discovered years ago.,Yes,5 years ago,"Santa Cruz, Ca",0,0,Daily Superfoliant,Dermalogica,3/27/23
Hooked,I used to use the daily microfoliant but since I have aging skin I decided to try the superfoliant. I was amazed that I felt a difference in texture of my skin almost immediately. I did experience a little or irritation so I cut back my use to give my skin time to acclimate. So happy I decided to try this product.,Yes,5 years ago,Colorado,0,0,Daily Superfoliant,Dermalogica,3/27/23
"Smells bad, works great!","I use this every night after I remove my makeup to exfoliate and remove all the gunk that builds up during the day. I have hormonal acne and the breakouts have really decreased and pimples come to a head and heal a lot faster. It does dry out your skin so I always put a face oil on after this before I go to bed. It does smell kind of bad but you get used to it. I have definitely noticed a difference in my skin and breakouts, and am so glad I tried it!",Yes,5 years ago,Cincinnati,1,0,Daily Superfoliant,Dermalogica,3/27/23
Love it,Been using this for only a week and I see a huge difference in my skin. It's done a great job getting rid of my pimples and it feels much cleaner now,Yes,5 years ago,Tx,0,0,Daily Superfoliant,Dermalogica,3/27/23
Great product,I love this even more than microfoliant! My skin feels so clean and clear when using this. The only thing is it is MESSY so I only recommend using it in the shower but that's me. Since it's black it's not exactly the easiest to use but when I wash my face not in the shower than I use microfoliant.,No,5 years ago,auckland nz,3,0,Daily Superfoliant,Dermalogica,3/27/23
YESSS!!!,"I received this as a free sample and I'll definitelt be purchasing the full size product. I love that it comes in powder form and is mixed with water to make a paste. I could feel blackheads on my nose so I decided to give this a try instead of my usual go-to product, and it worked wonders after just one use. My nose is so smooth now, as well as the rest of my face.",No,5 years ago,Midwest,1,0,Daily Superfoliant,Dermalogica,3/27/23
Magic!,This product is amazing! Leaves my skin fresh and soft. A must have!,No,5 years ago,Everywhere,0,0,Daily Superfoliant,Dermalogica,3/27/23
Great for oily yet sensitive skin! Really worthy!,"Powerful exfoliant without the side effects of standard ones. Left your skin fresh, clean and ready to go! My skin is oily yet sensitive so it is tricky to find a suited product and I would say this one is one of them!",No,5 years ago,DUBAI,1,0,Daily Superfoliant,Dermalogica,3/27/23
love it,leaves my skin feeling so soft and clean,Yes,5 years ago,harbor area,0,0,Daily Superfoliant,Dermalogica,3/27/23
great,I use this every other night.. it works gently and I have smooth face in the morning.,No,5 years ago,anaheim,0,0,Daily Superfoliant,Dermalogica,3/27/23
Favorite dermalogica product!!,This stuff is amazing!! I was hesitant at first because it's on the pricier side but once I tried the sample I fell in love and now I've repurchased it multiple times. Leaves your skin sooo smooth and un clogs pores/gets rid of blackheads. My skin is on the dryer/sensitive side and I never had a problem with it irritating my skin!,No,5 years ago,NYC,0,0,Daily Superfoliant,Dermalogica,3/27/23
Excellent Product,"I have been using this product for a little over a year now, and although I have never had terrible acne I suffered from blackhead on my nose. This product has minimized the overall size and appearance of blackheads. I used to use the Daily Microfoliant, however made the switch the the superfoliant and have been amazed.",No,5 years ago,"El Paso, TX",2,0,Daily Superfoliant,Dermalogica,3/27/23
I love this cleaner,This fine powder turns into a foamy soap when you mixed it with water and deep cleans my pores and leave my skin feeling super soft. I use it every day for a deep clean. It actually remove the dirt in my nose pores so I don't need to use the straps anymore.,Yes,5 years ago,Fairbanks Ak,0,0,Daily Superfoliant,Dermalogica,3/27/23
My Sensitive Skin Can Use This,I have pretty sensitive skin and this really doesn't bother me. You definitely have to play with it for a bit to get the right consistency which can be frustrating. I only use every couple of days. I let it sit for a bit and use my Spin Brush to deepen it into my pores. I can tell a difference in my skin.,No,5 years ago,Indiana,0,1,Daily Superfoliant,Dermalogica,3/27/23
